id,ORF,pathway
integer,varchar,varchar
primary key,foreign key,
2033,YDL075W,sce03010
2034,YBR026C,sce01212
2035,YHR137W,sce00350
2036,YBR169C,sce04141
2037,YBR145W,sce00620
2038,YER069W,sce01110
2039,YDL103C,sce00520
2040,YKL104C,sce01250
2041,YER086W,sce01110
2042,YNCL0028W,sce03010
2043,YFR053C,sce01110
2044,YKL127W,sce01250
2045,YBR273C,sce04141
2046,YNR034W,sce01110
2047,YDR001C,sce00500
2048,YNCE0010W,sce00970
2049,YNR058W,sce00780
2050,YFR050C,sce03050
2051,YOR168W,sce00970
2052,YML035C,sce00230
2053,YOR323C,sce01230
2054,YGR292W,sce00052
2055,YNL333W,sce00750
2056,YNL209W,sce04213
2057,YJL196C,sce01110
2058,YFL026W,sce04011
2059,YLR303W,sce01230
2060,YDR478W,sce03008
2061,YOR125C,sce01240
2062,YNCD0006W,sce00970
2063,YER065C,sce00630
2064,YOL143C,sce00740
2065,YOR184W,sce00750
2066,YNL009W,sce01230
2067,YNL037C,sce01110
2068,YBR196C,sce00030
2069,YKL186C,sce03008
2070,YIL062C,sce04138
2071,YDL007W,sce03050
2072,YGL116W,sce04111
2073,YER081W,sce00270
2074,YER151C,sce04139
2075,YLL026W,sce04213
2076,YPR001W,sce01210
2077,YBR166C,sce01110
2078,YNL209W,sce03040
2079,YDR118W,sce04111
2080,YIL053W,sce00561
2081,YHR091C,sce00970
2082,YBR136W,sce04111
2083,YCL040W,sce00520
2084,YBR263W,sce00680
2085,YGL040C,sce00860
2086,YJL088W,sce00220
2087,YJL137C,sce00500
2088,YFL018C,sce00630
2089,YDR173C,sce04138
2090,YIL160C,sce00071
2091,YCL008C,sce04144
2092,YGL191W,sce00190
2093,YJL121C,sce00030
2094,YHR071W,sce04138
2095,YGL092W,sce03013
2096,YLR028C,sce01110
2097,YAL054C,sce00680
2098,YPR049C,sce04139
2099,YGL173C,sce03008
2100,YML085C,sce04145
2101,YNL064C,sce04141
2102,YML063W,sce03010
2103,YOR111W,sce01232
2104,YGL047W,sce00513
2105,YLR079W,sce04011
2106,YLR354C,sce00030
2107,YPL213W,sce03040
2108,YGR059W,sce04113
2109,YNCH0002C,sce00970
2110,YPR080W,sce03013
2111,YDR036C,sce00410
2112,YNCD0024C,sce00970
2113,YCL027W,sce04011
2114,YNCF0009C,sce00970
2115,YBR160W,sce04113
2116,YGL055W,sce01212
2117,YJL190C,sce03010
2118,YMR106C,sce03450
2119,YHR037W,sce00330
2120,YOR317W,sce01212
2121,YLR447C,sce04145
2122,YJL191W,sce03010
2123,YGR171C,sce00450
2124,YDL131W,sce00620
2125,YMR226C,sce00240
2126,YNL250W,sce03450
2127,YDL098C,sce03040
2128,YNCL0006W,sce03040
2129,YJL053W,sce04144
2130,YKL178C,sce04011
2131,YER122C,sce04144
2132,YML115C,sce00513
2133,YDL208W,sce03008
2134,YFL007W,sce03050
2135,YKL148C,sce00020
2136,YNCM0004C,sce00970
2137,YBR084C-A,sce03010
2138,YJR103W,sce01232
2139,YHR135C,sce04392
2140,YNR034W,sce00030
2141,YFR033C,sce00190
2142,YPL115C,sce04011
2143,YKL055C,sce00780
2144,YHR026W,sce00190
2145,YOL049W,sce00480
2146,YJR010C-A,sce03060
2147,YDL059C,sce03440
2148,YMR022W,sce04120
2149,YGR218W,sce03250
2150,YIL016W,sce04141
2151,YKR009C,sce01200
2152,YOR303W,sce00240
2153,YJL071W,sce01110
2154,YMR205C,sce01110
2155,YNR070W,sce02010
2156,YDR050C,sce00051
2157,YGR113W,sce04111
2158,YDR256C,sce04213
2159,YJL068C,sce00680
2160,YAL044C,sce00260
2161,YLR432W,sce01110
2162,YGR192C,sce01200
2163,YER090W,sce00400
2164,YCR034W,sce01110
2165,YHR144C,sce00240
2166,YGR092W,sce04111
2167,YLL004W,sce04113
2168,YGR092W,sce04392
2169,YLR148W,sce04138
2170,YER178W,sce00620
2171,YMR062C,sce01210
2172,YIL113W,sce04011
2173,YDL065C,sce04146
2174,YIL106W,sce04111
2175,YIL124W,sce00564
2176,YCL040W,sce00052
2177,YLR378C,sce03060
2178,YOR025W,sce04213
2179,YNCC0013W,sce00970
2180,YER103W,sce03040
2181,YNL290W,sce03030
2182,YPR140W,sce00564
2183,YOR374W,sce00340
2184,YDR173C,sce00562
2185,YER015W,sce00061
2186,YEL037C,sce04141
2187,YPL169C,sce03008
2188,YMR239C,sce03008
2189,YHR208W,sce00280
2190,YMR170C,sce00071
2191,YDL205C,sce01110
2192,YDL126C,sce04141
2193,YER105C,sce03013
2194,YJR148W,sce00290
2195,YNCK0017W,sce00970
2196,YML073C,sce03010
2197,YPR006C,sce01110
2198,YDL015C,sce00062
2199,YJL026W,sce01232
2200,YCR005C,sce01210
2201,YIL125W,sce01200
2202,YHR012W,sce04144
2203,YJL186W,sce00513
2204,YNR036C,sce03010
2205,YBR121C,sce00970
2206,YIR027C,sce00230
2207,YBL088C,sce03440
2208,YDR050C,sce00562
2209,tL_UAA_Q,sce00970
2210,YIR031C,sce01200
2211,YPR182W,sce03040
2212,YHR216W,sce01232
2213,YMR169C,sce00380
2214,YOR074C,sce00240
2215,YOR181W,sce04144
2216,YBL013W,sce00670
2217,YNCD0020W,sce00970
2218,YJL050W,sce03018
2219,YHR018C,sce00250
2220,YGL142C,sce00563
2221,YNCK0014W,sce00970
2222,YLR079W,sce04113
2223,YLR180W,sce00270
2224,YML049C,sce03040
2225,YGR220C,sce03010
2226,YER133W,sce03015
2227,YHL011C,sce01230
2228,YGL234W,sce00230
2229,YGL038C,sce00513
2230,YLL024C,sce04144
2231,YFR036W,sce04111
2232,YNL082W,sce03430
2233,YBR159W,sce01040
2234,YGL101W,sce00240
2235,YOR180C,sce04146
2236,YJL166W,sce00190
2237,YNCG0007C,sce00970
2238,YNR030W,sce00510
2239,YGR292W,sce00500
2240,YOL059W,sce04011
2241,YDR315C,sce00562
2242,YOR393W,sce01110
2243,YHR011W,sce00970
2244,YBL039C,sce01240
2245,YOR310C,sce03008
2246,YER141W,sce00190
2247,YDR208W,sce04070
2248,YJR105W,sce01232
2249,YLR446W,sce01250
2250,YNCE0022C,sce00970
2251,YNL147W,sce03018
2252,YMR121C,sce03010
2253,YDR088C,sce03040
2254,YGR204W,sce00670
2255,YNR001C,sce00630
2256,YMR169C,sce00410
2257,YPL270W,sce02010
2258,YMR110C,sce00380
2259,YOL049W,sce00270
2260,YPR069C,sce00330
2261,YFR021W,sce04136
2262,YJR043C,sce03420
2263,YJL011C,sce03020
2264,YBL079W,sce03013
2265,YIR001C,sce03015
2266,YER081W,sce01110
2267,YDR243C,sce03040
2268,YNCC0007C,sce00970
2269,YLL034C,sce03008
2270,YPL218W,sce04141
2271,YGR208W,sce01230
2272,YOR120W,sce00561
2273,YNL289W,sce04111
2274,YNL117W,sce00620
2275,YOR184W,sce01110
2276,YAL038W,sce01230
2277,YJR104C,sce04213
2278,YPL061W,sce00620
2279,YMR205C,sce00030
2280,YER055C,sce01110
2281,YJR048W,sce00190
2282,YOR136W,sce01110
2283,YOR184W,sce00270
2284,YJL071W,sce00220
2285,YBR101C,sce04141
2286,YKL022C,sce04113
2287,YOR061W,sce04139
2288,YNL221C,sce03008
2289,tD_GUC_Q,sce00970
2290,YJL137C,sce01110
2291,YDR242W,sce00330
2292,YBR127C,sce04145
2293,YBR213W,sce00860
2294,YJL153C,sce01110
2295,YCR034W,sce01212
2296,YLR056W,sce00100
2297,YLR100W,sce01110
2298,YLR372W,sce01212
2299,YAR071W,sce04111
2300,YER061C,sce01240
2301,YPR139C,sce01110
2302,YKL148C,sce01110
2303,YLR293C,sce03008
2304,YJR130C,sce00270
2305,YNCL0012C,sce03008
2306,YDR364C,sce03040
2307,YDR256C,sce01110
2308,YLR009W,sce03010
2309,YHR190W,sce00909
2310,YGR188C,sce04113
2311,YNCI0008C,sce00970
2312,YNCD0014C,sce00970
2313,YKR094C,sce04120
2314,YKL113C,sce03450
2315,YHR033W,sce01110
2316,YOR176W,sce01110
2317,YER091C,sce01230
2318,YDR531W,sce00770
2319,YGR040W,sce04011
2320,YDL035C,sce04113
2321,YOR073W,sce04113
2322,YER091C,sce00450
2323,YKL127W,sce00052
2324,YLR240W,sce00562
2325,YER103W,sce04213
2326,YDR208W,sce04144
2327,YLR268W,sce04145
2328,YNR030W,sce00513
2329,YCR073W-A,sce01110
2330,YMR278W,sce01250
2331,YDR324C,sce03008
2332,YJL130C,sce01240
2333,YOR109W,sce00562
2334,YBR019C,sce01250
2335,YKL029C,sce00620
2336,YCR012W,sce01230
2337,YDR208W,sce04011
2338,YOL126C,sce00020
2339,YKL156W,sce03010
2340,YJL005W,sce04113
2341,YCL024W,sce04111
2342,YIL145C,sce00770
2343,YJR102C,sce04144
2344,YDL004W,sce00190
2345,YCR079W,sce04139
2346,YML125C,sce00520
2347,YOR375C,sce00910
2348,YBR029C,sce04070
2349,YNCN0017W,sce00970
2350,YNCE0023W,sce00970
2351,YBR200W,sce04011
2352,YDL205C,sce01240
2353,YLR027C,sce01230
2354,YER070W,sce00480
2355,YDR195W,sce03015
2356,YGR286C,sce00780
2357,YLR355C,sce00290
2358,YDR483W,sce00514
2359,YDR196C,sce01240
2360,YPR036W,sce00190
2361,YLR142W,sce00330
2362,YHR201C,sce00230
2363,YPL094C,sce03060
2364,YLR155C,sce01110
2365,YDR148C,sce01110
2366,YNCE0028C,sce00970
2367,YLL062C,sce01110
2368,YBR153W,sce00740
2369,YGL201C,sce03030
2370,YAL038W,sce01200
2371,YHR186C,sce04213
2372,YNCE0018W,sce00970
2373,YJL167W,sce00900
2374,YNCP0012W,sce00970
2375,YJR065C,sce04144
2376,YJR017C,sce03250
2377,YPL046C,sce04120
2378,YLR300W,sce00500
2379,YJR145C,sce03010
2380,YEL011W,sce01110
2381,YJR143C,sce00515
2382,YAL044C,sce00630
2383,YLR240W,sce04145
2384,YGR129W,sce03040
2385,YDL092W,sce03060
2386,YDL102W,sce03410
2387,YML016C,sce04113
2388,YHR077C,sce03015
2389,YOR150W,sce03010
2390,YHR123W,sce01110
2391,YNCC0008W,sce00970
2392,YHR208W,sce00290
2393,YPR108W,sce03050
2394,YMR306W,sce04011
2395,YOR184W,sce01230
2396,YDR248C,sce00030
2397,YNCO0017W,sce00970
2398,YKL048C,sce04138
2399,YGR109C,sce04113
2400,YER111C,sce04011
2401,YLR058C,sce00670
2402,YMR110C,sce01240
2403,YBR018C,sce01250
2404,YNL250W,sce03440
2405,YHR072W-A,sce03008
2406,YKR058W,sce00500
2407,YGR204W,sce01240
2408,YFR053C,sce00051
2409,YIL143C,sce03420
2410,YFR055W,sce00450
2411,YNCN0006W,sce00970
2412,YOL133W,sce04120
2413,YJL065C,sce03030
2414,YDL185W,sce04145
2415,YOR374W,sce00280
2416,YOR312C,sce03010
2417,YML087C,sce00520
2418,YNCA0002W,sce00970
2419,YHL011C,sce00230
2420,YBR006W,sce00350
2421,YNCF0006W,sce00970
2422,YNR034W,sce01200
2423,YBL082C,sce00513
2424,YDL131W,sce01110
2425,YPL031C,sce04138
2426,YER081W,sce00680
2427,YCL067C,sce04113
2428,YAL030W,sce04130
2429,YNL048W,sce00513
2430,YER081W,sce00260
2431,YDR471W,sce03010
2432,YDR488C,sce04145
2433,YLR028C,sce00670
2434,YGL189C,sce03010
2435,YER099C,sce00230
2436,YFR019W,sce00562
2437,YDR466W,sce04011
2438,YMR250W,sce00250
2439,YCL047C,sce00760
2440,YNCC0010C,sce00970
2441,YBR218C,sce00020
2442,YPL258C,sce00730
2443,YHR170W,sce03013
2444,YHR124W,sce04113
2445,YJR009C,sce01200
2446,YPL140C,sce04139
2447,YIL074C,sce01110
2448,YNCB0017C,sce00970
2449,YKL181W,sce01110
2450,YNL067W,sce03010
2451,YNR001C,sce01230
2452,YFL034C-A,sce03010
2453,YKR014C,sce04144
2454,YEL038W,sce00270
2455,YPL172C,sce00190
2456,YOL151W,sce04011
2457,YCL018W,sce00290
2458,YNCG0022W,sce00970
2459,YFL018C,sce00380
2460,YLR180W,sce01230
2461,YFR028C,sce04111
2462,YOR278W,sce01240
2463,YDL134C,sce03015
2464,YKR082W,sce03013
2465,YPL125W,sce03013
2466,YOR184W,sce00680
2467,YJR013W,sce00563
2468,YNCF0007W,sce00970
2469,YML086C,sce00053
2470,YDL022W,sce00564
2471,YLR270W,sce03018
2472,YPL122C,sce03022
2473,YKL212W,sce00562
2474,YKL210W,sce04120
2475,YJL200C,sce01110
2476,YNCL0018W,sce03010
2477,YJR090C,sce04111
2478,YPL194W,sce04113
2479,YHR067W,sce01212
2480,YNL172W,sce04120
2481,YGL205W,sce04146
2482,YKL041W,sce04144
2483,YLR174W,sce00020
2484,YMR240C,sce03040
2485,YIL107C,sce00051
2486,YOR323C,sce00330
2487,YNCG0019W,sce00970
2488,YPL203W,sce04213
2489,YBR135W,sce04111
2490,YBL033C,sce01110
2491,YFL009W,sce04120
2492,YBR019C,sce01110
2493,YDR381W,sce03015
2494,YEL060C,sce04138
2495,YOL068C,sce04213
2496,tN_GUU_Q,sce00970
2497,YJL097W,sce00062
2498,YCL064C,sce00290
2499,YIL069C,sce03010
2500,YOL056W,sce01110
2501,YEL051W,sce00190
2502,YER061C,sce00780
2503,YKL035W,sce01240
2504,YAR019C,sce04392
2505,YNCP0017C,sce00970
2506,YPL210C,sce03060
2507,YPR081C,sce00970
2508,YPL043W,sce03008
2509,YJR024C,sce00270
2510,YNCM0025C,sce00970
2511,YER055C,sce01230
2512,YLR259C,sce03018
2513,YOR153W,sce02010
2514,YPR119W,sce04111
2515,YMR110C,sce00053
2516,YPL093W,sce03008
2517,YDR447C,sce03010
2518,YML110C,sce00130
2519,YNCG0039W,sce00970
2520,YMR096W,sce00750
2521,YAL012W,sce01110
2522,YGR012W,sce01110
2523,YBR083W,sce04011
2524,YOR332W,sce04145
2525,YIL172C,sce00500
2526,YJR006W,sce03030
2527,YHR019C,sce00970
2528,YLR359W,sce01232
2529,YNL256W,sce01240
2530,YDR118W,sce04120
2531,YNL092W,sce00340
2532,YNL316C,sce01230
2533,YKL184W,sce01110
2534,YOR176W,sce01240
2535,YOR261C,sce03050
2536,YPR132W,sce03010
2537,YGL044C,sce03015
2538,YOR089C,sce04145
2539,YLR354C,sce01230
2540,YHL004W,sce03010
2541,YNCJ0012W,sce00970
2542,YLR287C-A,sce03010
2543,YOR374W,sce01240
2544,YLL015W,sce02010
2545,YDL131W,sce01230
2546,YML022W,sce00230
2547,YFL059W,sce01240
2548,YER019C-A,sce04145
2549,YOR002W,sce00510
2550,YMR199W,sce04111
2551,YMR242C,sce03010
2552,YLR175W,sce03008
2553,YHR186C,sce04138
2554,YLR057W,sce00513
2555,YJR101W,sce04146
2556,YLR438W,sce00330
2557,YDR300C,sce00332
2558,YMR037C,sce04113
2559,YPR047W,sce00970
2560,YDR498C,sce04130
2561,YMR118C,sce00020
2562,YDL184C,sce03010
2563,YOL086C,sce01110
2564,YCR105W,sce01240
2565,YNL312W,sce03030
2566,YFL053W,sce00561
2567,YER015W,sce01212
2568,YNL129W,sce00760
2569,YDR539W,sce01110
2570,YER052C,sce00270
2571,YNCM0022C,sce00970
2572,YGL253W,sce01250
2573,YGL256W,sce00350
2574,YER019W,sce00600
2575,YJL134W,sce00600
2576,YLL058W,sce01230
2577,YMR108W,sce01230
2578,YDR268W,sce00970
2579,YDR001C,sce01110
2580,YKL057C,sce03013
2581,YLR086W,sce04111
2582,YJR123W,sce03010
2583,YGR244C,sce01110
2584,YLR305C,sce00562
2585,YNCJ0017C,sce00970
2586,YNCM0020W,sce00970
2587,YGR158C,sce03018
2588,YGL202W,sce00380
2589,YDL066W,sce01200
2590,YNL072W,sce03030
2591,YIR022W,sce03060
2592,YGR199W,sce00514
2593,YKL144C,sce03020
2594,YKL188C,sce04146
2595,YKL018W,sce03015
2596,YCL009C,sce00650
2597,YKL203C,sce04213
2598,YDR436W,sce03015
2599,YNCK0012C,sce00970
2600,YFL053W,sce01200
2601,YGL022W,sce00513
2602,YBR117C,sce01230
2603,YOR103C,sce00513
2604,YGR254W,sce01110
2605,YGR240C,sce00052
2606,YMR125W,sce03015
2607,YGL067W,sce04146
2608,YIL015W,sce04011
2609,YER142C,sce03410
2610,YFL030W,sce00630
2611,YKL085W,sce00630
2612,YGL172W,sce03013
2613,YGL205W,sce01200
2614,YDR331W,sce00563
2615,YGR088W,sce00380
2616,YOL123W,sce03015
2617,YNCH0015W,sce00970
2618,YGL238W,sce03013
2619,YER100W,sce04120
2620,YPL149W,sce04138
2621,YOR175C,sce00565
2622,YDL015C,sce01040
2623,YLR446W,sce01200
2624,YNL262W,sce03410
2625,YDR454C,sce01232
2626,YMR095C,sce01240
2627,YDR256C,sce04146
2628,YKL085W,sce01110
2629,YER029C,sce03040
2630,YDR388W,sce04144
2631,YMR099C,sce01110
2632,YBR222C,sce00630
2633,YBL075C,sce04141
2634,YEL046C,sce01110
2635,YDL215C,sce00430
2636,YDR064W,sce03010
2637,YNL241C,sce01110
2638,YLR058C,sce01240
2639,YDL174C,sce00620
2640,YGR157W,sce00564
2641,YNCG0017W,sce00970
2642,YHR018C,sce01110
2643,YJR006W,sce03420
2644,YFR002W,sce03013
2645,YLR239C,sce01240
2646,YLR113W,sce04139
2647,YOR360C,sce00230
2648,YLR038C,sce00190
2649,YMR149W,sce00513
2650,YKR067W,sce00564
2651,tW_UCA_Q,sce00970
2652,YHR196W,sce03008
2653,YLR284C,sce00071
2654,YLR153C,sce00620
2655,YLR174W,sce01230
2656,YER070W,sce00230
2657,YJR009C,sce01230
2658,YDR109C,sce00040
2659,YER003C,sce01240
2660,YLR158C,sce00460
2661,YDR284C,sce00561
2662,YJL065C,sce03410
2663,YNCI0003C,sce00970
2664,YLR107W,sce03008
2665,YNCJ0026W,sce00970
2666,YDL166C,sce01110
2667,YNCG0032W,sce00970
2668,YDR232W,sce00260
2669,YDL132W,sce04111
2670,YGR264C,sce00450
2671,YPL143W,sce03010
2672,YJL177W,sce03010
2673,YIL018W,sce03010
2674,YDL182W,sce01230
2675,YBR202W,sce04111
2676,YKL106W,sce01110
2677,YNCO0004C,sce00970
2678,YBR143C,sce03015
2679,YDR036C,sce00640
2680,YDR339C,sce03008
2681,YKL035W,sce01110
2682,YGL067W,sce00760
2683,YGR012W,sce00920
2684,YJR053W,sce04111
2685,YDL035C,sce04213
2686,YNL334C,sce00750
2687,YGL240W,sce04120
2688,YPR107C,sce03015
2689,YGR124W,sce01230
2690,YIL147C,sce04011
2691,YML008C,sce01110
2692,YDR007W,sce01110
2693,YDL164C,sce03410
2694,YPR066W,sce04120
2695,YCR057C,sce03008
2696,YMR080C,sce03013
2697,YPR074C,sce01230
2698,YOR202W,sce01230
2699,YGL062W,sce00020
2700,YPL028W,sce01212
2701,YBR205W,sce00514
2702,YKL161C,sce04011
2703,YOR317W,sce00071
2704,YLR378C,sce04141
2705,YNR041C,sce01110
2706,YHR100C,sce00564
2707,YML015C,sce03022
2708,YGL205W,sce00640
2709,YKL127W,sce01110
2710,YKL060C,sce00680
2711,YBR196C,sce01110
2712,YML021C,sce03410
2713,YIR008C,sce03030
2714,YJR006W,sce03440
2715,YDR111C,sce01200
2716,YML100W,sce00500
2717,YLL045C,sce03010
2718,YHL033C,sce03010
2719,YLR308W,sce00520
2720,YGR244C,sce00640
2721,YMR303C,sce01110
2722,YER069W,sce01210
2723,YBR029C,sce00564
2724,YPR120C,sce04011
2725,YKL060C,sce01200
2726,YDL030W,sce03040
2727,YMR224C,sce03440
2728,YKL060C,sce01230
2729,YBL075C,sce04144
2730,YNCE0021C,sce00970
2731,YOL151W,sce00620
2732,YBR052C,sce01240
2733,YDR180W,sce04111
2734,YPL179W,sce04113
2735,YML065W,sce04111
2736,YLR258W,sce00500
2737,YOR375C,sce00220
2738,YGR277C,sce01240
2739,YER171W,sce03022
2740,YPR119W,sce04011
2741,YOR175C,sce00564
2742,YAR007C,sce03420
2743,YNCH0006C,sce00970
2744,YNCN0020C,sce00970
2745,YCL018W,sce01210
2746,Q0020,sce03010
2747,YPL111W,sce00330
2748,YDR080W,sce04138
2749,YOL096C,sce01110
2750,YCL030C,sce01230
2751,YNCF0008C,sce00970
2752,YPR019W,sce04111
2753,YNCF0005C,sce00970
2754,YIL160C,sce01110
2755,YDR045C,sce03020
2756,YLR176C,sce04111
2757,YGL154C,sce00770
2758,YMR278W,sce00230
2759,YLR410W,sce04070
2760,YBR093C,sce00730
2761,YOR241W,sce00790
2762,YLR167W,sce04120
2763,YMR208W,sce00900
2764,YDL093W,sce00515
2765,YIL106W,sce04392
2766,YKL106W,sce00400
2767,YLR397C,sce03008
2768,YPR020W,sce00190
2769,YPR113W,sce04070
2770,YIL109C,sce04141
2771,YKL148C,sce01200
2772,YKL106W,sce00250
2773,YHL032C,sce00561
2774,YAL054C,sce00630
2775,YNCG0029C,sce00970
2776,YNL301C,sce03010
2777,YBR001C,sce00500
2778,YHR092C,sce04113
2779,YOR221C,sce01212
2780,YER179W,sce04113
2781,YNCD0028W,sce00970
2782,YMR101C,sce01110
2783,YMR318C,sce00561
2784,YDR371W,sce00520
2785,YOR288C,sce04141
2786,YKL216W,sce00240
2787,YBR201W,sce04141
2788,YIL049W,sce00510
2789,YKL013C,sce04138
2790,YER014W,sce00860
2791,YNCP0024C,sce00970
2792,YGL202W,sce00400
2793,YNL162W,sce03010
2794,YER112W,sce03040
2795,YOR039W,sce04139
2796,YOL061W,sce01200
2797,YGR014W,sce04011
2798,YJL128C,sce04011
2799,YGL031C,sce03010
2800,YNL265C,sce04144
2801,YLL021W,sce04011
2802,YDL064W,sce03013
2803,YPL281C,sce00680
2804,YOR142W,sce00640
2805,YJL034W,sce03060
2806,YIL074C,sce00680
2807,YMR110C,sce00280
2808,YER061C,sce01212
2809,YNCN0011W,sce00970
2810,YJL155C,sce00051
2811,YMR143W,sce03010
2812,YPL045W,sce04138
2813,YOR143C,sce00730
2814,YMR170C,sce00340
2815,YGR202C,sce00564
2816,YMR108W,sce00650
2817,YNL096C,sce03010
2818,YML013W,sce04141
2819,YDL232W,sce00513
2820,YNL223W,sce04138
2821,YNR033W,sce00790
2822,YMR120C,sce01110
2823,YOR033C,sce03430
2824,YGL070C,sce03020
2825,YOR374W,sce00330
2826,YLR211C,sce04138
2827,YNR016C,sce00061
2828,YPL175W,sce00563
2829,YER106W,sce04113
2830,YHR081W,sce03018
2831,YOR185C,sce03250
2832,YMR234W,sce03030
2833,YGL226C-A,sce00513
2834,YDL229W,sce04213
2835,YER052C,sce00261
2836,YLR153C,sce01110
2837,YDR311W,sce03022
2838,YKL079W,sce04144
2839,YHL007C,sce04011
2840,YDR461W,sce04011
2841,YEL021W,sce01240
2842,YBL011W,sce00564
2843,YNR026C,sce04141
2844,YDL066W,sce04146
2845,YDL024C,sce00740
2846,YOR046C,sce03013
2847,YKL132C,sce01240
2848,YGL009C,sce01110
2849,YNCJ0023C,sce00970
2850,YJL095W,sce04011
2851,YOR251C,sce04122
2852,YJR046W,sce04111
2853,YER183C,sce00670
2854,YBR160W,sce04111
2855,YNCG0033W,sce00970
2856,YDL190C,sce04120
2857,YDR322C-A,sce00190
2858,YBR111C,sce00230
2859,YBR110W,sce00510
2860,YAL014C,sce04130
2861,YOR368W,sce04113
2862,YNCB0005C,sce00970
2863,YBR236C,sce03015
2864,YJR094C,sce04113
2865,YBR020W,sce01250
2866,YLR447C,sce00190
2867,YDR354W,sce01230
2868,YPL262W,sce00620
2869,YOR234C,sce03010
2870,YNCK0016W,sce00970
2871,YNCD0022C,sce00970
2872,YGL205W,sce01040
2873,YBR017C,sce03013
2874,YPL169C,sce03015
2875,YDR410C,sce01110
2876,YOL147C,sce04146
2877,YER073W,sce00330
2878,YNCF0004C,sce00970
2879,YJL189W,sce03010
2880,YML098W,sce03022
2881,YPL011C,sce03022
2882,YDL095W,sce00515
2883,YAR007C,sce03030
2884,YDL061C,sce03010
2885,YHL001W,sce03010
2886,YDR283C,sce04138
2887,YOR236W,sce00790
2888,YOL096C,sce01240
2889,YLR355C,sce01230
2890,YPL122C,sce03420
2891,YNCC0002W,sce00970
2892,YJL164C,sce04138
2893,YBL050W,sce04138
2894,YNL169C,sce00564
2895,YBR087W,sce03030
2896,YDR473C,sce03040
2897,YGR248W,sce01110
2898,YDL134C,sce04136
2899,YER052C,sce01110
2900,YNCL0040W,sce00970
2901,YHR098C,sce04141
2902,YNCE0012W,sce00970
2903,YNL192W,sce00520
2904,YHR144C,sce01232
2905,YMR323W,sce00680
2906,YER103W,sce04141
2907,YDR538W,sce01110
2908,YDL188C,sce03015
2909,YGR195W,sce03018
2910,YER069W,sce01230
2911,YNL332W,sce01240
2912,YEL021W,sce00240
2913,YDL155W,sce04113
2914,YNCP0022W,sce00970
2915,YPR139C,sce00564
2916,YHL002W,sce04144
2917,YHR163W,sce01110
2918,YER015W,sce04146
2919,YMR083W,sce00620
2920,YDL045C,sce01240
2921,YNCK0019W,sce00970
2922,YGR020C,sce00190
2923,YGR036C,sce00510
2924,YPR160W,sce00500
2925,YGR240C,sce01200
2926,YNCE0029C,sce00970
2927,tA_UGC_Q,sce00970
2928,YOR136W,sce01200
2929,YPR139C,sce00561
2930,YEL032W,sce04111
2931,YFR019W,sce04070
2932,YML126C,sce00650
2933,YDR406W,sce02010
2934,YMR271C,sce00240
2935,YLR197W,sce03008
2936,YJL041W,sce03013
2937,YLR303W,sce01200
2938,YBR256C,sce01240
2939,YDR381W,sce03013
2940,YOL010W,sce03008
2941,YPR019W,sce03030
2942,YOR275C,sce03250
2943,YIL083C,sce01240
2944,YNL185C,sce03010
2945,YMR037C,sce04011
2946,YLR240W,sce04070
2947,YGR157W,sce01110
2948,YPL256C,sce04011
2949,YKR069W,sce01110
2950,YLR027C,sce01110
2951,YBL039C,sce00240
2952,YER073W,sce00561
2953,YOR274W,sce01110
2954,YGL245W,sce00860
2955,YML022W,sce01232
2956,YNCP0011C,sce00970
2957,YKL035W,sce00040
2958,YAR019C,sce04111
2959,YKL166C,sce04213
2960,YDR236C,sce00740
2961,YML082W,sce00270
2962,YNR050C,sce00300
2963,YMR214W,sce04141
2964,YOL043C,sce03410
2965,YDR328C,sce04111
2966,YPL153C,sce04113
2967,YMR105C,sce00230
2968,YGL037C,sce04213
2969,YKL196C,sce04138
2970,YPR180W,sce04120
2971,YHR096C,sce04113
2972,YER073W,sce00380
2973,YLL004W,sce04111
2974,YML056C,sce00230
2975,YLR450W,sce00900
2976,YIL160C,sce00592
2977,YMR043W,sce04111
2978,YKL035W,sce00052
2979,YLR206W,sce04144
2980,YOR075W,sce04145
2981,YLR160C,sce01110
2982,YOL013C,sce04141
2983,YLR450W,sce01110
2984,YFR019W,sce04145
2985,YBR234C,sce04138
2986,YNCG0043C,sce00970
2987,YGR254W,sce01200
2988,YGL184C,sce01230
2989,YGL202W,sce00130
2990,YDL029W,sce04144
2991,YDR428C,sce00630
2992,YLR370C,sce04144
2993,YER112W,sce03018
2994,YDL017W,sce04113
2995,YAR019C,sce04113
2996,YBR117C,sce00030
2997,YKL035W,sce00500
2998,YNL282W,sce03008
2999,YMR096W,sce01240
3000,YNCD0026W,sce00970
3001,YGR019W,sce00280
3002,YLR274W,sce04113
3003,YDR427W,sce03050
3004,YPL273W,sce01110
3005,YDR439W,sce04113
3006,YPR086W,sce03022
3007,YPL061W,sce00330
3008,YIR034C,sce01110
3009,YDR500C,sce03010
3010,YBR006W,sce00760
3011,YGR267C,sce00790
3012,YAL012W,sce00450
3013,YGL040C,sce01110
3014,YIL125W,sce00020
3015,YKL074C,sce03040
3016,YNL128W,sce04070
3017,YOL140W,sce01230
3018,YKL140W,sce00100
3019,YJR149W,sce00910
3020,YDR116C,sce03010
3021,YNCI0002W,sce00970
